Производитель;Артикул;Наименование;Объем;Состав;Вязкость;API;ACEA;Допуски OEM;Цена;Количество
VALVOLINE;40672740;Моторное масло VALVOLINE Maxlife FE SAE 5W-30 (4л);4;Полусинтетическое;5W-30; CF,SL;A5/B5; Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;40671040;Моторное масло VALVOLINE Maxlife Synthetic SAE 5W-40 (4л);4;Синтетическое;5W-40; CF,SM;A3/B4; MB 229.3,MB 229.1,VW 502.00,VW 505.00;1;1
VALVOLINE;40672140;Моторное масло VALVOLINE Durablend MXL SAE 5W-40 (4л);4;Синтетическое;5W-40;CF,SL;;VW 502.00 / 505.00;1;1
VALVOLINE;VE11727;Моторное масло VALVOLINE Durablend FE SAE 5W-30 (4л);4;Полусинтетическое;5W-30; CF,SL;A5/B5; Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;VE18067;Моторное масло VALVOLINE Maxlife FE SAE 5W-30 (4л);4;Полусинтетическое;5W-30; CF,SL;A5/B5; Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;VE18047;Моторное масло VALVOLINE Maxlife Synthetic SAE 5W-40 (4л);4;Синтетическое;5W-40; CF,SM;A3/B4; MB 229.3,MB 229.1,VW 502.00,VW 505.00;1;1
VALVOLINE;40672440;Моторное масло VALVOLINE Maxlife SAE 10W-40 (4л);4;Синтетическое;10W-40;CF,SL;A3/B3/B4;;1;1
VALVOLINE;40672240;Моторное масло VALVOLINE Durablend SAE 10W-40 (4л);4;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 502.00 / 505.00;1;1
VALVOLINE;VE11247;Моторное масло VALVOLINE Synpower SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SM;A3,B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,V;1;1
VALVOLINE;VE11267/8/9;Моторное масло VALVOLINE Synpower SAE 5W-40 (4л);4;Синтетическое;5W-40;CF,SM;A3,B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,V;1;1
VALVOLINE;618605;Моторное масло VALVOLINE Synpower ENV C2 SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SM;A5/B5;;1;1
VALVOLINE;691342;Моторное масло VALVOLINE Synpower FE SAE 0W-30 (4л);4;Синтетическое;0W-30;CF,SJ,SL;A1,A5,B1,В5;;1;1
VALVOLINE;VE11347;Моторное масло VALVOLINE Synpower MXL SAE 0W-30 (4л);4;Синтетическое;0W-30;SL, CF;A3/B3/B4;BMW Longlife-01,MB 229.3,VW 502.00,VW 503.01,VW 50;1;1
VALVOLINE;VE18307;Моторное масло VALVOLINE Synpower MXL SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SL;A3/B3/B4;BMW Longlife-01,MB 229.5,VW 502.00,VW 503.01,VW 50;1;1
VALVOLINE;VE11227;Моторное масло VALVOLINE Synpower SAE 0W-40 (4л);4;Синтетическое;0W-40;CF,SM;A3,B3,B4;;1;1
VALVOLINE;VE18367;Моторное масло VALVOLINE Synpower XL-III SAE 5W-30 (4л);4;Синтетическое;5W-30;;C3,A3,B4;;1;1
VALVOLINE;VE11907;Моторное масло VALVOLINE VR1 Rasing SAE 5W-50 (4л);4;;5W-50;;;;1;1
VALVOLINE;VE18347;Моторное масло VALVOLINE Synpower MST SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SM;A3/B3/B4,C3;BMW Longlife-04,GM Dexos 2,MB 229.31,MB 229.51,VW ;1E+016;1
VALVOLINE;VE11747;Моторное масло VALVOLINE Durablend MXL SAE 5W-40 (4л);4;Синтетическое;5W-40;CF,SL;;VW 502.00 / 505.00;1;1
VALVOLINE;VE17907/8/9;Моторное масло VALVOLINE Maxlife SAE 10W-40 (4л);4;Синтетическое;10W-40;CF,SL;A3/B3/B4;;1;1
VALVOLINE;VE11647/8/9;Моторное масло VALVOLINE Durablend SAE 10W-40 (4л);4;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 502.00 / 505.00;1;1
VALVOLINE;40670250;Моторное масло VALVOLINE Synpower FE SAE 5W-30 (5л);5;Синтетическое;5W-30;CF,SL;A5/B5;Ford WSS-M2C 913-A,Ford WSS-M2C 913-B,Ford WSS-M2C 913-C;1;1
VALVOLINE;817974;Моторное масло VALVOLINE Synpower FE SAE 5W-30 (5л);5;Синтетическое;5W-30;CF,SL;A5/B5;Ford WSS-M2C 913-A,Ford WSS-M2C 913-B,Ford WSS-M2C 913-C;1;1
VALVOLINE;VE11931;Моторное масло VALVOLINE VR1 Racing SAE 10W-60 (5л);5;;10W-60;SL;A3/B4; GM 6094M,Ford M2C-153E;1;1
VALVOLINE;839696;Моторное масло VALVOLINE Synpower FE SAE 5W-20 (5л);5;Синтетическое;5W-20;SN;A1/B1;Ford WSS-M2C948-B;1;1
VALVOLINE;822760;Моторное масло VALVOLINE Synpower SAE 0W-20 (5л);5;Синтетическое;0W-20;SN/SM;A1;  Chrysler MS-6395,Ford WSS-M2C930-A;1;1
VALVOLINE;40672350;Моторное масло VALVOLINE Maxlife Diesel SAE 10W-40 (5л);5;Синтетическое;10W-40;CF;B3,B4;;1;1
VALVOLINE;40672950;Моторное масло VALVOLINE Durablend Diesel SAE 5W-40 (5л);5;Полусинтетическое;5W-40;CF;B3/B4; Ford M2C-917A,MB 229.1,VW 505.00,VW 505.01;1;1
VALVOLINE;40672050;Моторное масло VALVOLINE Durablend Diesel SAE 10W-40 (5л);5;Синтетическое;10W-40;CF;B3,B4;MB 229.1,VW 505.00;1;1
VALVOLINE;VE11900;Моторное масло VALVOLINE VR1 Rasing SAE 5W-50 (5л);5;Синтетическое;5W-50;SL;;;1;1
VALVOLINE;VE18031;Моторное масло VALVOLINE Maxlife Diesel SAE 10W-40 (5л);5;Синтетическое;10W-40;CF;B3,B4;;1;1
VALVOLINE;VE11731;Моторное масло VALVOLINE Durablend FE SAE 5W-30 (5л);5;Полусинтетическое;5W-30;CF,SL;A5/B5;Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;VE12531;Моторное масло VALVOLINE Durablend Diesel SAE 10W-40 (5л);5;Синтетическое;10W-40;CF;B3,B4;MB 229.1,VW 505.00;1;1
VALVOLINE;VE12511;Моторное масло VALVOLINE Durablend Diesel SAE 5W-40 (5л);5;Полусинтетическое;5W-40;CF;B3/B4;Ford M2C-917A,MB 229.1,VW 505.00,VW 505.01;1;Много
VALVOLINE;VE11271;Моторное масло VALVOLINE Synpower SAE 5W-40 (5л);5;Синтетическое;5W-40;CF,SM;A3,B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,V;1;1
VALVOLINE;VE11231;Моторное масло VALVOLINE Synpower SAE 0W-40 (5л);5;Синтетическое;0W-40;CF,SM;A3,B3,B4;;1;1
VALVOLINE;VE17931;Моторное масло VALVOLINE Maxlife SAE 10W-40 (5л);5;Синтетическое;10W-40;CF,SL;A3/B3/B4;;1;1
VALVOLINE;VE11651;Моторное масло VALVOLINE Durablend SAE 10W-40 (5л);5;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
VALVOLINE;17718;Моторное масло VALVOLINE Premium Blue SAE 15W-40 (208л);208;;15W-40;CF/SL,CF-4,CG-4,CH-4,CI-4;E3,E5,E7;Caterpillar ECF-1a,Caterpillar ECF-2,Cummins CES 20076,Cummins CES 20077,Cummins CES 20078,Global DHD-1,MACK EO-M Plus,MAN 3275,MB 228.3,MTU Type 2,Renault RLD,Renault RLD-2,Volvo VDS-3,ZF TE-ML 07C;1;1
VALVOLINE;40672470;Моторное масло VALVOLINE Maxlife SAE 10W-40 (208л);208;Полусинтетическое;10W-40;SM;A3,B3;;1;1
VALVOLINE;40672270;Моторное масло VALVOLINE Durablend SAE 10W-40 (208л);208;Синтетическое;10W-40;CF,SL;A3,B3;MB 229.1,VW 501.01,VW 505.00;1;1
VALVOLINE;VE17718;Моторное масло VALVOLINE Premium Blue SAE 15W-40 (208л);208;;15W-40;CF/SL,CF-4,CG-4,CH-4,CI-4;E3,E5,E7;Caterpillar ECF-1a,Caterpillar ECF-2,Cummins CES 2;1;1
VALVOLINE;VE11658;Моторное масло VALVOLINE Durablend SAE 10W-40 (208л);208;Синтетическое;10W-40;CF,SL;A3,B3;MB 229.1,VW 501.01,VW 505.00;1;1
VALVOLINE;VE17918;Моторное масло VALVOLINE Maxlife SAE 10W-40 (208л);208;Полусинтетическое;10W-40;SM;A3,B3;;1;1
ZIC;133129;Моторное масло ZIC RV CL-4 SAE 10W-40 (1л);1;Полусинтетисечкое;10W-40;CI-4; A3/B4,A3/B3,E7;MB 228.3;1;1
ZIC;137144;Моторное масло ZIC A SM/CF SAE 10W-40 (1л);1;Полусинтетисечкое;10W-40;SM;;;1;1
ZIC;;Моторное масло ZIC 5000 CI-4 SAE 10W-40 (1л);1;Полусинтетическое;10W-40;CI-4;E7; JASO DH-1,Mack EO-M,Mack EO-M Plus,MB 228.3,VOLVO VDS-3;1;1
ZIC;163128;Моторное масло ZIC 5000 CI-4 SAE 10W-40 (4л);4;Полусинтетисечкое;10W-40;CI-4;E7; JASO DH-1,Mack EO-M,Mack EO-M Plus,MB 228.3,VOLVO VDS-3;1;1
ZIC;167144;Моторное масло ZIC A SM/CF SAE 10W-40 (4л);4;Полусинтетисечкое;10W-40;SM;;;1;1
SELENIA;14129318;Моторное масло SELENIA WR Pure Energy SAE 5W-30 (1л);1;Синтетическое;5W-30;;C2;;1;1
SELENIA;16409318;Моторное масло SELENIA 20 K Alfa Romeo SAE 10W-40 (1л);1;Полусинтетическое;10W-40; CF,SL;A3; CCMC G5,APPROVAL N°F405.A05,FIAT 9.55535-G2,VW 500.00,VW 505.00;1;1
SELENIA;10929318;Моторное масло SELENIA WR SAE 5W-40 (1л);1;Синтетическое;5W-40;CF; B4,B3;CONTRACTUAL TECHNICAL REFERENCE N°F515.D06,FIAT 9.55535-N2,GM-LL-B-025,MB 229.3,VW 502.00,VW 505.00;1;1
SELENIA;11421616;Моторное масло SELENIA К SAE 5W-40 (1л);1;Синтетическое;5W-40;SM; B3,A3;CONTRACTUAL TECHNICAL REFERENCE N°F214.I05,FIAT 9.55535-M2,MB 229.3,VW 502.00,VW 505.00;1;1
SELENIA;10919318;Моторное масло SELENIA Turbo Diesel SAE 10W-40 (1л);1;Полусинтетическое;10W-40; SG,CF;B3; LEVEL,CONTRACTUAL,FIAT 9.55535-D2,MIL-L-2104D,TECHNICAL REFERENCE N°F009.B99,VW 505.00;1;1
SELENIA;10479318;Моторное масло SELENIA Racing SAE 10W-60 (1л);1;Синтетическое;10W-60;;;FIAT 9.555.35-H3;1;1
SELENIA;10729318;Моторное масло SELENIA 20 К SAE 10W-40 (1л);1;Полусинтетическое;10W-40; CF,SL;A3;CONTRACTUAL TECHNICAL REFERENCE N.F405.N04,FIAT 9.55535-G2,MB 229.1,VW 500.00,VW 505.00;1;1
SELENIA;14123708;Моторное масло SELENIA WR Pure Energy SAE 5W-30 (2л);2;Синтетическое;5W-30;;C2;;1;1
SELENIA;11423707;Моторное масло SELENIA К SAE 5W-40 (2л);2;Синтетическое;5W-40;SM;A3 / B3;MB 229.3,VW 502.00,VW 505.00;1;1
SELENIA;ab-16403708;Моторное масло SELENIA 20 K Alfa Romeo SAE 10W-40 (2л);2;Полусинтетическое;10W-40;SL/CF;A3; FIAT 9.55535,CCMC G5,UNI 20153-NOM CI,VW 500.00,VW 505.00;1;1
SELENIA;14123708;Моторное масло SELENIA WR Pure Energy SAE 5W-30 (2л) NEW;2;Синтетическое;5W-30;;C2;;1;1
SELENIA;10473701;Моторное масло SELENIA Racing SAE 10W-60 (2л);2;Синтетическое;10W-60;;;FIAT 9.555.35-H3;1;1
SELENIA;10723708;Моторное масло SELENIA 20 К SAE 10W-40 (2л);2;Полусинтетическое;10W-40; CF,SL;A3;CONTRACTUAL TECHNICAL REFERENCE N.F405.N04,FIAT 9.55535-G2,MB 229.1,VW 500.00,VW 505.00;1;1
URANIA;13585015;Моторное масло URANIA Daily LS SAE 5W-30 (5л);5;Синтетическое;5W-30;;;IVECO 18-1811 CLASSE SC1, C. T. R. N°I510.D09;1;1
SELENIA;10925015;Моторное масло SELENIA WR SAE 5W-40 (5л);5;Синтетическое;5W-40;CF; B4,B3;CONTRACTUAL TECHNICAL REFERENCE N°F515.D06,FIAT 9.55535-N2,GM-LL-B-025,MB 229.3,VW 502.00,VW 505.00;1;1
SELENIA;16405015;Моторное масло SELENIA 20 K Alfa Romeo SAE 10W-40 (5л);5;Полусинтетическое;10W-40;SL/CF;A3; FIAT 9.55535,CCMC G5,UNI 20153-NOM CI,VW 500.00,VW 505.00;1;1
SELENIA;10915015;Моторное масло SELENIA Turbo Diesel SAE 10W-40 (5л);5;Полусинтетическое;10W-40;CF;B3; FIAT 9.55535,CCMC PD2,MIL-L-2104 D LEV,UNI-20153-NOM-C1;1;1
SELENIA;11425015;Моторное масло SELENIA К SAE 5W-40 (5л);5;Синтетическое;5W-40;;;;1;1
URANIA;13455015;Моторное масло URANIA Daily SAE 5W-30 (5л);5;Синтетическое;5W-30;;;;1;1
URANIA;13475015;Моторное масло URANIA FE SAE 5W-30 (5л);5;Синтетическое;5W-30;;;;1;1
URANIA;13581900;Моторное масло URANIA Daily LS SAE 5W-30 (20л);20;Синтетическое;5W-30;;;IVECO 18-1811 CLASSE SC1, C. T. R. N°I510.D09,IVECO 18-1811 CLASSE SC1, C. T. R. N°I510.D09;1;1
URANIA;13451900;Моторное масло URANIA Daily SAE 5W-30 (20л);20;Синтетическое;5W-30;;;;1;1
URANIA;13471900;Моторное масло URANIA FE SAE 5W-30 (20л);20;Синтетическое;5W-30;;;;1;1
URANIA;13391900;Моторное масло URANIA 100 К SAE 10W-40 (20л);20;Полусинтетическое;10W-40;CF;E4/E7; IVECO 18-1804 CLASSE T3 E4,Cummins CES,DAF ED,Deutz DQC III-10,MACK EO-N,MAN3277,MB 228.5,MTU Type 3,Renault RD-2,Renault RLD-2,Renault RXD,Renault VI RLD,Scania LDF-2, LDF-3,Volvo VDS 3;1;1
URANIA;13581100;Моторное масло URANIA Daily LS SAE 5W-30 (200л);200;Синтетическое;5W-30;;;IVECO 18-1811 CLASSE SC1, C. T. R. N°I510.D09,IVECO 18-1811 CLASSE SC1, C. T. R. N°I510.D09;1;1
URANIA;13471100;Моторное масло URANIA FE SAE 5W-30 (200л);200;Синтетическое;5W-30;;;IVECO 18-1811 CLASSE SC1, C. T. R. N°I510.D09;1;1
URANIA;13391100;Моторное масло URANIA 100 К SAE 10W-40 (200л);200;Полусинтетическое;10W-40;CF;E4/E7; IVECO 18-1804 CLASSE T3 E4,Cummins CES,DAF ED,Deutz DQC III-10,MACK EO-N,MAN3277,MB 228.5,MTU Type 3,Renault RD-2,Renault RLD-2,Renault RXD,Renault VI RLD,Scania LDF-2, LDF-3,Volvo VDS 3;1;1
SELENIA;14121100;Моторное масло SELENIA WR Pure Energy SAE 5W-30 (200л);200;;5W-30;;C2;;1;Много
;10921100;Моторное масло SELENIA WR SAE 5W-40 (200л);200;;;CF; B4,B3;CONTRACTUAL TECHNICAL REFERENCE N°F515.D06,FIAT 9.55535-N2,GM-LL-B-025,MB 229.3,VW 502.00,VW 505.00;1;1
BMW;83210398504;Моторное масло BMW Quality Longlife-04 SAE 0W-40 (1л);1;Синтетическое;0W-40;;;BMW Longlife-04;1;1
BMW;83210144456;Моторное масло BMW Quality Longlife-01 SAE 0W-40 (1л);1;Синтетическое;0W-40;;A3,B3,B4;BMW LL-01;1;ggggg
BMW;83210144462;Моторное масло BMW Motorenoel LL-01 FE SAE 0W-30 (1л);1;Синтетическое;0W-30;;A1/B1;BMW Longlife-01;1;1
BMW;83122219738;Моторное масло BMW Quality Longlife-01 FE SAE 0W-30 (1л);1;Синтетическое;0W-30;;A1/B1;BMW Longlife-01 FE;0;1
BMW;83122219735;Моторное масло BMW Mini Quality Longlife SAE 5W-30 (1л);1;Синтетическое;5W-30;;A3,B3,B4;BMW Longlife-01;1;1
BMW;83210144468;Моторное масло BMW Mini Quality Longlife SAE 5W-30 (1л);1;Синтетическое;5W-30;;A3,B3,B4;BMW Longlife-01;1;1
BMW;83122219736;Моторное масло BMW Quality Longlife-01 SAE 5W-30  (1л);1;;5W-30;;A3/B4-04, C3,BMW Longlife-04;;1E+016;1
BMW;83210144450;Моторное масло BMW Quality LL-01 SAE 5W-30 (1л);1;Синтетическое;5W-30;;A3,B3;BMW Longlife-01;1;1
BMW;83210398507;Моторное масло BMW Quality Longlife-04 SAE 5W-30 (1л);1;Синтетическое;5W-30;;A3/B4-04, C3,BMW Longlife-04;;1;1
BMW;81229407547;Моторное масло BMW Super Power Oil SAE 5W-40 (1л);1;Синтетическое;5W-40;CD,EC,SJ;A3,B3;BMW Longlife-98;1;1
BMW;83219407782;Моторное масло BMW High Power Special Oil SAE 10W-40 (1л);1;Синтетическое;10W-40;CD,EC,SJ;A3,B3;;999999999999990;1
BMW;81229407414;Моторное масло BMW High Power Oil SAE 15W-40 (1л);1;Полусинтетическое;15W-40;;;;1;1
BMW;83212213684;Моторное масло для 4Т двигателей BMW High Performance Oil SAE 15W-50 (1л);1;;15W-50;SJ;;;-1;1
BMW;83212165646;Моторное масло BMW Quality Longlife-04 SAE 0W-40 (60л);60;Синтетическое;0W-40;;;BMW Longlife-04;1;ggggg
BMW;83212165645;Моторное масло BMW Quality Longlife-04 SAE 5W-30 (60л);60;Синтетическое;5W-30;;;BMW Longlife-04;999999999999991;1
BMW;81229407002;Моторное масло BMW Super Power Oil SAE 5W-40 (60л);60;Синтетическое;5W-40;CD,EC,SJ;A3,B3;BMW Longlife-98;0;1
BMW;83219407783;Моторное масло BMW High Power Special Oil SAE 10W-40 (60л);60;Синтетическое;10W-40;CD,EC,SJ;A3,B3;;1;1
BMW;83210144458;Моторное масло BMW Quality Longlife-01 SAE 0W-40 (208л);208;Синтетическое;0W-40;;A3,B3,B4;BMW LL-01;1;1
BMW;83210398505;Моторное масло BMW Quality Longlife-04 SAE 0W-40 (208л);208;Синтетическое;0W-40;;;;1;1
BMW;83122219739;Моторное масло BMW Quality Longlife-01 FE SAE 0W-30 (208л);208;Синтетическое;0W-30;;A1/B1;;0;1
BMW;83210144464;Моторное масло BMW Motorenoel LL-01 FE SAE 0W-30 (208л);208;Синтетическое;0W-30;;A1/B1;BMW Longlife-01 FE;1;1
BMW;83210398508;Моторное масло BMW Quality Longlife-04 SAE 5W-30 (208л);208;Синтетическое;5W-30;;;BMW Longlife-04;1;1
BMW;81229407029;Моторное масло BMW Super Power Oil SAE 5W-40 (208л);208;Синтетическое;5W-40;CD,EC,SJ;A3,B3;BMW Longlife-98;1;1
BMW;83219407784;Моторное масло BMW High Power Special Oil SAE 10W-40 (208л);208;Синтетическое;10W-40;CD,EC,SJ;A3,B3;;1;1
CHRYSLER;04761872AC;Моторное масло MOPAR SAE 5W-20 (0,946л);0,946;;;;;;1;1
CHRYSLER;04761839MB;Моторное масло MOPAR MaxPro SAE 10W-30 (0,946л)**;0,946;Синтетическое;10W-30; SM,CF-4;;;1;1
CHRYSLER;68218930AA;Моторное масло MOPAR MaxPro SAE 10W-30 (0,946л);0,946;Синтетическое;10W-30;;;;1;1
CHRYSLER;68218920AA;Моторное масло MOPAR MaxPro SAE 5W-30 (0,946л);0,946;Синтетическое;5W-30;;;;1;hhhhh1
CHRYSLER;68218890AA;Моторное масло MOPAR MaxPro SAE 5W-20 (0,946л);0,946;;5W-20;;;;1;1
CHRYSLER;68218890AB;Моторное масло MOPAR MaxPro SAE 5W-20 (0,946л)**;0,946;;5W-20;;;;1;1
CHRYSLER;04761872MB;Моторное масло MOPAR MaxPro SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;;;;1;1
CHRYSLER;04761872MA;Моторное масло MOPAR MaxPro SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;;;;1;1
CHRYSLER;04761838MB;Моторное масло MOPAR MaxPro SAE 5W-30 (0,946л)**;0,946;Синтетическое;5W30;;;;1;1
CHRYSLER;04761838MA;Моторное масло MOPAR MaxPro SAE 5W-30 (0,946л)**;0,946;Синтетическое;5W30;;;;1;1
CHRYSLER;68079549MB;Моторное масло MOPAR MaxPro SAE 5W-20 (3,785л);3,785;Синтетическое;5W-20;;;;1;1
CHRYSLER;04761844AD;Моторное масло MOPAR SAE 5W-30 (3,78л);3,78;Минеральное;5W30;;;;1;1
CHRYSLER;04761844MB;Моторное масло MOPAR MaxPro SAE 5W-30 (3,78л);3,78;Синтетическое;5W-30;;;;1;1
CHRYSLER;04761844MA;Моторное масло MOPAR MaxPro SAE 5W-30 (3,78л)**;3,78;Синтетическое;5W30;;;;1;1
CHRYSLER;68079549MA;Моторное масло MOPAR SAE 5W-20 (3,78л);3,785;Синтетическое;5W-20;;;;99999999999;1
CHRYSLER;VU02105AB;Моторное масло MOPAR SAE 5W-30 (5л);5;Минеральное;5W30;;;;1;1
CHRYSLER;68218891AA;Моторное масло MOPAR MaxPro SAE 5W-20 (5л);5;Синтетическое;5W-20;;;;1;1
CHRYSLER;04761851AD;Моторное масло MOPAR SAE 5W-20 (3,78л);4,73;Синтетическое;5W-20;;;;1;1
CHRYSLER;68218921AA;Моторное масло MOPAR MaxPro SAE 5W-30 (5л);5;Синтетическое;5W-30;SM;C3;MS-6395;1;1
MOTORCRAFT;XO-15W40-5QSD     ;Моторное масло FORD Motorcraft SAE 15W-40 Super Duty Diesel Motor Oil (4,73л);0,946;Синтетическое;15W-40;CJ-4/SM;;Caterpillar ECF-3,Cummins CES 20081,Detroit Diesel 93K218,FORD WSS-M2C171-E,MACK EO-O Premium Plus 07,Volvo VDS-4;1;1
MOTORCRAFT;XO-15W40-QSD   ;Моторное масло FORD Motorcraft SAE 15W-40 Super Duty Diesel Motor Oil (0,946л);0,946;Синтетическое;15W-40;CJ-4/SM;;Caterpillar ECF-3,Cummins CES 20081,Detroit Diesel 93K218,FORD WSS-M2C171-E,MACK EO-O Premium Plus 07,Volvo VDS-4;1;1
MOTORCRAFT;XO-5W50-QGT;Моторное масло FORD Motorcraft SAE 5W-50 Full Synthetic Motor Oil (0,946л);0,946;Синтетическое;5W-50;SN;;;1;1
MOTORCRAFT;XO-5W30-QFS;Моторное масло FORD Motorcraft SAE 5W-30 Full Synthetic Motor Oil (0,946л);0,946;Синтетическое;5W-30;SN;;FORD WSS-M2C946-A;1;1
MOTORCRAFT;XO-10W30-QSD     ;Моторное масло FORD Motorcraft SAE 10W-30 Super Duty Diesel Motor Oil (0,946л);0,946;Минеральное;10W-30; SM,CJ-4;;Caterpillar ECF-3,FORD WSS-M2C171-E;1;1
MOTORCRAFT;XO-10W40-QP      ;Моторное масло FORD Motorcraft SAE 10W-40 Premium Motor Oil (0,946л);0,946;Синтетическое;10W-40;SN;;;1;1
MOTORCRAFT;XO-5W30-QSP;Моторное масло FORD Motorcraft SAE 5W-30 Premium Synthetic Blend Motor Oil (0,946л);0,946;Полусинтетическое;5W-30;SN;;FORD WSS-M2C946-A;1;1
MOTORCRAFT;XO-5W20-QSP;Моторное масло FORD Motorcraft SAE 5W-20 Premium Synthetic Blend Motor Oil (0,946л);0,946;Полусинтетическое;5W-20;SN;;;1;1
MOTORCRAFT;XO-5W20-QFS;Моторное масло FORD Motorcraft SAE 5W-20 Full Synthetic Motor Oil (0,946л);0,946;Синтетическое;5W-20;SN;;FORD WSS-M2C945-A;1;1
FORD;14E9CF;Моторное масло FORD Formula S/SD Synthetic Technology Motor Oil SAE 5W-40 (1л);1;Синтетическое;5W-40;;;Ford WSS- M2C 913;1;1
FORD;14E9ED;Моторное масло FORD Formula F/Fuel Economy HC SAE 5W-30 М2С913В (1л);1;Синтетическое;5W-30;SL;A1/B1;Ford WSS-M2C 913-A,Ford WSS-M2C 913-B;1;1
FORD;15152A;Моторное масло FORD Formula S/SD Synthetic Technology Motor Oil SAE 5W-40 (1л);1;Синтетическое;5W-40;;;Ford WSS-M2C 913;1;1
FORD;1515DA;Моторное масло FORD Formula F/Fuel Economy HC SAE 5W-30 М2С913В (1л);1;Синтетическое;5W-30;SL;A1/B1;Ford WSS-M2C 913-A,Ford WSS-M2C 913-A,Ford WSS-M2C 913-B;1;1
